health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Child Health,,Severe acute malnutrition cases,202409,144.0,465.0,-69.03225806451613
Child Health,,Severe acute malnutrition cases,202410,188.0,144.0,30.555555555555557
Child Health,,Severe acute malnutrition cases,202411,120.0,188.0,-36.17021276595745
Child Health,,Severe acute malnutrition cases,202412,140.0,120.0,16.666666666666664
Child Health,,Severe acute malnutrition cases,202501,106.0,140.0,-24.285714285714285
Child Health,,Severe acute malnutrition cases,202502,144.0,106.0,35.84905660377358
Child Health,,Severe acute malnutrition cases,202503,103.0,144.0,-28.47222222222222
Child Health,,Severe acute malnutrition cases,202504,137.0,103.0,33.00970873786408
Child Health,,Severe acute malnutrition cases,202505,199.0,137.0,45.25547445255474
Child Health,,Under-5 mortality reported,202406,467.0,,
Child Health,,Under-5 mortality reported,202407,92.0,467.0,-80.29978586723769
Child Health,,Under-5 mortality reported,202408,133.0,92.0,44.565217391304344
Child Health,,Under-5 mortality reported,202409,167.0,133.0,25.563909774436087
Child Health,,Under-5 mortality reported,202410,87.0,167.0,-47.90419161676647
Child Health,,Under-5 mortality reported,202411,206.0,87.0,136.7816091954023
Child Health,,Under-5 mortality reported,202412,121.0,206.0,-41.262135922330096
Child Health,,Under-5 mortality reported,202501,72.0,121.0,-40.49586776859504
Child Health,,Under-5 mortality reported,202502,117.0,72.0,62.5
Child Health,,Under-5 mortality reported,202503,50.0,117.0,-57.26495726495726
Child Health,,Under-5 mortality reported,202504,120.0,50.0,140.0
Child Health,,Under-5 mortality reported,202505,103.0,120.0,-14.166666666666666
Child Health,,Under-5 outpatient visits,202406,149.0,,
Child Health,,Under-5 outpatient visits,202407,146.0,149.0,-2.013422818791946
Child Health,,Under-5 outpatient visits,202408,196.0,146.0,34.24657534246575
Child Health,,Under-5 outpatient visits,202409,424.0,196.0,116.3265306122449
Child Health,,Under-5 outpatient visits,202410,246.0,424.0,-41.9811320754717
Child Health,,Under-5 outpatient visits,202411,130.0,246.0,-47.15447154471545
Child Health,,Under-5 outpatient visits,202412,150.0,130.0,15.384615384615385
Child Health,,Under-5 outpatient visits,202501,124.0,150.0,-17.333333333333336
Child Health,,Under-5 outpatient visits,202502,107.0,124.0,-13.709677419354838
Child Health,,Under-5 outpatient visits,202503,428.0,107.0,300.0
Child Health,,Under-5 outpatient visits,202504,155.0,428.0,-63.78504672897196
Child Health,,Under-5 outpatient visits,202505,202.0,155.0,30.32258064516129
Child Health,,Vitamin A supplements,202406,2047.0,,
Child Health,,Vitamin A supplements,202407,2208.0,2047.0,7.865168539325842
Child Health,,Vitamin A supplements,202408,3187.0,2208.0,44.33876811594203
Child Health,,Vitamin A supplements,202409,2398.0,3187.0,-24.756824599937243
Child Health,,Vitamin A supplements,202410,1396.0,2398.0,-41.78482068390325
Child Health,,Vitamin A supplements,202411,2369.0,1396.0,69.69914040114614
Child Health,,Vitamin A supplements,202412,3156.0,2369.0,33.22076825664838
Child Health,,Vitamin A supplements,202501,2152.0,3156.0,-31.812420785804818
Child Health,,Vitamin A supplements,202502,1873.0,2152.0,-12.964684014869887
Child Health,,Vitamin A supplements,202503,2508.0,1873.0,33.90282968499733
Child Health,,Vitamin A supplements,202504,1760.0,2508.0,-29.82456140350877
Child Health,,Vitamin A supplements,202505,2166.0,1760.0,23.068181818181817
Child Health,Arroyoburgh District,DPT3 immunisations,202406,987.0,,
Child Health,Arroyoburgh District,DPT3 immunisations,202407,883.0,987.0,-10.536980749746707
Child Health,Arroyoburgh District,DPT3 immunisations,202408,1083.0,883.0,22.650056625141563
Child Health,Arroyoburgh District,DPT3 immunisations,202409,640.0,1083.0,-40.90489381348107
Child Health,Arroyoburgh District,DPT3 immunisations,202410,1515.0,640.0,136.71875
Child Health,Arroyoburgh District,DPT3 immunisations,202411,1425.0,1515.0,-5.9405940594059405
Child Health,Arroyoburgh District,DPT3 immunisations,202412,738.0,1425.0,-48.21052631578947
Child Health,Arroyoburgh District,DPT3 immunisations,202501,2145.0,738.0,190.65040650406505
Child Health,Arroyoburgh District,DPT3 immunisations,202502,1302.0,2145.0,-39.3006993006993
Child Health,Arroyoburgh District,DPT3 immunisations,202503,1448.0,1302.0,11.213517665130567
Child Health,Arroyoburgh District,DPT3 immunisations,202504,1076.0,1448.0,-25.69060773480663
Child Health,Arroyoburgh District,DPT3 immunisations,202505,1570.0,1076.0,45.91078066914498
Child Health,Arroyoburgh District,Full immunisation coverage,202406,240.10000000000002,,
Child Health,Arroyoburgh District,Full immunisation coverage,202407,413.4,240.10000000000002,72.1782590587255
Child Health,Arroyoburgh District,Full immunisation coverage,202408,281.4,413.4,-31.93033381712627
Child Health,Arroyoburgh District,Full immunisation coverage,202409,524.6999999999999,281.4,86.46055437100212
Child Health,Arroyoburgh District,Full immunisation coverage,202410,512.8,524.6999999999999,-2.267962645321132
Child Health,Arroyoburgh District,Full immunisation coverage,202411,399.7,512.8,-22.055382215288606
Child Health,Arroyoburgh District,Full immunisation coverage,202412,493.1,399.7,23.367525644233183
Child Health,Arroyoburgh District,Full immunisation coverage,202501,354.0,493.1,-28.209288176840403
Child Health,Arroyoburgh District,Full immunisation coverage,202502,423.59999999999997,354.0,19.661016949152533
Child Health,Arroyoburgh District,Full immunisation coverage,202503,334.4,423.59999999999997,-21.0576015108593
Child Health,Arroyoburgh District,Full immunisation coverage,202504,456.1,334.4,36.39354066985648
Child Health,Arroyoburgh District,Full immunisation coverage,202505,441.30000000000007,456.1,-3.2449024336768146
Child Health,Arroyoburgh District,Measles immunisations,202406,1313.0,,
Child Health,Arroyoburgh District,Measles immunisations,202407,1468.0,1313.0,11.805026656511805
Child Health,Arroyoburgh District,Measles immunisations,202408,899.0,1468.0,-38.76021798365122
Child Health,Arroyoburgh District,Measles immunisations,202409,1207.0,899.0,34.260289210233594
Child Health,Arroyoburgh District,Measles immunisations,202410,1300.0,1207.0,7.705053852526926
Child Health,Arroyoburgh District,Measles immunisations,202411,1864.0,1300.0,43.38461538461538
Child Health,Arroyoburgh District,Measles immunisations,202412,1044.0,1864.0,-43.99141630901288
Child Health,Arroyoburgh District,Measles immunisations,202501,1587.0,1044.0,52.01149425287356
Child Health,Arroyoburgh District,Measles immunisations,202502,1851.0,1587.0,16.6351606805293
Child Health,Arroyoburgh District,Measles immunisations,202503,1413.0,1851.0,-23.66288492706645
Child Health,Arroyoburgh District,Measles immunisations,202504,1758.0,1413.0,24.416135881104033
Child Health,Arroyoburgh District,Measles immunisations,202505,1046.0,1758.0,-40.50056882821388
Child Health,Arroyoburgh District,ORS distributed,202406,695.0,,
Child Health,Arroyoburgh District,ORS distributed,202407,1306.0,695.0,87.9136690647482
Child Health,Arroyoburgh District,ORS distributed,202408,865.0,1306.0,-33.767228177641655
Child Health,Arroyoburgh District,ORS distributed,202409,1383.0,865.0,59.884393063583815
Child Health,Arroyoburgh District,ORS distributed,202410,1001.0,1383.0,-27.621113521330443
Child Health,Arroyoburgh District,ORS distributed,202411,1009.0,1001.0,0.7992007992007992
Child Health,Arroyoburgh District,ORS distributed,202412,1144.0,1009.0,13.37958374628345
Child Health,Arroyoburgh District,ORS distributed,202501,892.0,1144.0,-22.02797202797203
Child Health,Arroyoburgh District,ORS distributed,202502,1382.0,892.0,54.932735426008975
Child Health,Arroyoburgh District,ORS distributed,202503,1067.0,1382.0,-22.793053545586105
Child Health,Arroyoburgh District,ORS distributed,202504,1245.0,1067.0,16.682286785379567
Child Health,Arroyoburgh District,ORS distributed,202505,1197.0,1245.0,-3.8554216867469884
Child Health,Arroyoburgh District,Under-5 mortality reported,202406,80.0,,
Child Health,Arroyoburgh District,Under-5 mortality reported,202407,256.0,80.0,220.00000000000003
Child Health,Arroyoburgh District,Under-5 mortality reported,202408,40.0,256.0,-84.375
Child Health,Arroyoburgh District,Under-5 mortality reported,202409,60.0,40.0,50.0
Child Health,Arroyoburgh District,Under-5 mortality reported,202410,82.0,60.0,36.666666666666664
Child Health,Arroyoburgh District,Under-5 mortality reported,202411,37.0,82.0,-54.87804878048781
Child Health,Arroyoburgh District,Under-5 mortality reported,202412,61.0,37.0,64.86486486486487
Child Health,Arroyoburgh District,Under-5 mortality reported,202501,69.0,61.0,13.114754098360656
Child Health,Arroyoburgh District,Under-5 mortality reported,202502,56.0,69.0,-18.84057971014493
Child Health,Arroyoburgh District,Under-5 mortality reported,202503,61.0,56.0,8.928571428571429
Child Health,Arroyoburgh District,Under-5 mortality reported,202504,101.0,61.0,65.57377049180327
Child Health,Arroyoburgh District,Under-5 mortality reported,202505,46.0,101.0,-54.45544554455446
Child Health,Arroyoburgh District,Under-5 outpatient visits,202406,104.0,,
Child Health,Arroyoburgh District,Under-5 outpatient visits,202407,80.0,104.0,-23.076923076923077
Child Health,Arroyoburgh District,Under-5 outpatient visits,202408,60.0,80.0,-25.0
Child Health,Arroyoburgh District,Under-5 outpatient visits,202409,88.0,60.0,46.666666666666664
Child Health,Arroyoburgh District,Under-5 outpatient visits,202410,125.0,88.0,42.04545454545455
Child Health,Arroyoburgh District,Under-5 outpatient visits,202411,131.0,125.0,4.8
Child Health,Arroyoburgh District,Under-5 outpatient visits,202412,75.0,131.0,-42.74809160305343
Child Health,Arroyoburgh District,Under-5 outpatient visits,202501,116.0,75.0,54.666666666666664
Child Health,Arroyoburgh District,Under-5 outpatient visits,202502,190.0,116.0,63.793103448275865
Child Health,Arroyoburgh District,Under-5 outpatient visits,202503,110.0,190.0,-42.10526315789473
Child Health,Arroyoburgh District,Under-5 outpatient visits,202504,153.0,110.0,39.09090909090909
Child Health,Arroyoburgh District,Under-5 outpatient visits,202505,91.0,153.0,-40.52287581699346
Child Health,Arroyoburgh District,Vitamin A supplements,202406,958.0,,
Child Health,Arroyoburgh District,Vitamin A supplements,202407,1322.0,958.0,37.995824634655534
Child Health,Arroyoburgh District,Vitamin A supplements,202408,1423.0,1322.0,7.639939485627837
Child Health,Arroyoburgh District,Vitamin A supplements,202409,1073.0,1423.0,-24.595924104005622
Child Health,Arroyoburgh District,Vitamin A supplements,202410,1182.0,1073.0,10.15843429636533
Child Health,Arroyoburgh District,Vitamin A supplements,202411,1509.0,1182.0,27.66497461928934
Child Health,Arroyoburgh District,Vitamin A supplements,202412,927.0,1509.0,-38.56858846918489
Child Health,Arroyoburgh District,Vitamin A supplements,202501,1111.0,927.0,19.848975188781015
Child Health,Arroyoburgh District,Vitamin A supplements,202502,1272.0,1111.0,14.491449144914492
Child Health,Arroyoburgh District,Vitamin A supplements,202503,1583.0,1272.0,24.449685534591197
Child Health,Arroyoburgh District,Vitamin A supplements,202504,935.0,1583.0,-40.934933670246366
Child Health,Arroyoburgh District,Vitamin A supplements,202505,1231.0,935.0,31.65775401069519
Child Health,Bensonborough District,DPT3 immunisations,202406,969.0,,
Child Health,Bensonborough District,DPT3 immunisations,202407,964.0,969.0,-0.5159958720330238
Child Health,Bensonborough District,DPT3 immunisations,202408,728.0,964.0,-24.481327800829874
Child Health,Bensonborough District,DPT3 immunisations,202409,938.0,728.0,28.846153846153843
Child Health,Bensonborough District,DPT3 immunisations,202410,1234.0,938.0,31.556503198294244
Child Health,Bensonborough District,DPT3 immunisations,202411,862.0,1234.0,-30.14586709886548
Child Health,Bensonborough District,DPT3 immunisations,202412,758.0,862.0,-12.064965197215777
Child Health,Bensonborough District,DPT3 immunisations,202501,728.0,758.0,-3.95778364116095
Child Health,Bensonborough District,DPT3 immunisations,202502,952.0,728.0,30.76923076923077
Child Health,Bensonborough District,DPT3 immunisations,202503,652.0,952.0,-31.512605042016805
Child Health,Bensonborough District,DPT3 immunisations,202504,658.0,652.0,0.9202453987730062
Child Health,Bensonborough District,DPT3 immunisations,202505,1373.0,658.0,108.66261398176292
Child Health,Bensonborough District,Measles immunisations,202406,1010.0,,
Child Health,Bensonborough District,Measles immunisations,202407,776.0,1010.0,-23.16831683168317
Child Health,Bensonborough District,Measles immunisations,202408,794.0,776.0,2.3195876288659796
Child Health,Bensonborough District,Measles immunisations,202409,479.0,794.0,-39.67254408060453
Child Health,Bensonborough District,Measles immunisations,202410,613.0,479.0,27.97494780793319
Child Health,Bensonborough District,Measles immunisations,202411,389.0,613.0,-36.541598694942905
Child Health,Bensonborough District,Measles immunisations,202412,1114.0,389.0,186.37532133676095
Child Health,Bensonborough District,Measles immunisations,202501,1103.0,1114.0,-0.9874326750448833
Child Health,Bensonborough District,Measles immunisations,202502,756.0,1103.0,-31.4596554850408
Child Health,Bensonborough District,Measles immunisations,202503,1061.0,756.0,40.34391534391534
Child Health,Bensonborough District,Measles immunisations,202504,1271.0,1061.0,19.792648444863335
Child Health,Bensonborough District,Measles immunisations,202505,909.0,1271.0,-28.481510621557828
Child Health,Bensonborough District,Severe acute malnutrition cases,202406,46.0,,
Child Health,Bensonborough District,Severe acute malnutrition cases,202407,62.0,46.0,34.78260869565217
Child Health,Bensonborough District,Severe acute malnutrition cases,202408,57.0,62.0,-8.064516129032258
Child Health,Bensonborough District,Severe acute malnutrition cases,202409,58.0,57.0,1.7543859649122806
Child Health,Bensonborough District,Severe acute malnutrition cases,202410,77.0,58.0,32.758620689655174
Child Health,Bensonborough District,Severe acute malnutrition cases,202411,85.0,77.0,10.38961038961039
Child Health,Bensonborough District,Severe acute malnutrition cases,202412,73.0,85.0,-14.117647058823529
Child Health,Bensonborough District,Severe acute malnutrition cases,202501,79.0,73.0,8.21917808219178
Child Health,Bensonborough District,Severe acute malnutrition cases,202502,98.0,79.0,24.050632911392405
Child Health,Bensonborough District,Severe acute malnutrition cases,202503,54.0,98.0,-44.89795918367347
Child Health,Bensonborough District,Severe acute malnutrition cases,202504,85.0,54.0,57.407407407407405
Child Health,Bensonborough District,Severe acute malnutrition cases,202505,70.0,85.0,-17.647058823529413
Child Health,Bensonborough District,Under-5 mortality reported,202406,34.0,,
Child Health,Bensonborough District,Under-5 mortality reported,202407,14.0,34.0,-58.82352941176471
Child Health,Bensonborough District,Under-5 mortality reported,202408,41.0,14.0,192.85714285714286
Child Health,Bensonborough District,Under-5 mortality reported,202409,36.0,41.0,-12.195121951219512
Child Health,Bensonborough District,Under-5 mortality reported,202410,77.0,36.0,113.88888888888889
Child Health,Bensonborough District,Under-5 mortality reported,202411,42.0,77.0,-45.45454545454545
Child Health,Bensonborough District,Under-5 mortality reported,202412,32.0,42.0,-23.809523809523807
